Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_JAELTO010000141.1	1773	2513		minus	TIGR03746 family integrating conjugative element protein			protein-coding			WP_198972634.1	TIGR03746 family integrating conjugative element protein	246	JHD63_RS20380
NZ_JAELTO010000141.1	2510	2956		minus	TIGR03750 family conjugal transfer protein			protein-coding			WP_233168491.1	TIGR03750 family conjugal transfer protein	148	JHD63_RS20385
NZ_JAELTO010000141.1	2964	3341		minus	DUF2976 domain-containing protein			protein-coding			WP_198972635.1	DUF2976 domain-containing protein	125	JHD63_RS20390
NZ_JAELTO010000141.1	3379	3615		minus	DUF3262 family protein			protein-coding			WP_198972636.1	DUF3262 family protein	78	JHD63_RS20395
NZ_JAELTO010000141.1	3652	3972		minus	RAQPRD family integrative conjugative element protein			protein-coding			WP_198972637.1	RAQPRD family integrative conjugative element protein	106	JHD63_RS20400
NZ_JAELTO010000141.1	3999	4682		minus	DUF4400 domain-containing protein			protein-coding			WP_198972641.1	DUF4400 domain-containing protein	227	JHD63_RS20405
NZ_JAELTO010000141.1	4769	7024		minus	type IV conjugative transfer system coupling protein TraD	traD		protein-coding			WP_198972638.1	type IV conjugative transfer system coupling protein TraD	751	JHD63_RS20410
NZ_JAELTO010000141.1	7017	7616		minus	integrating conjugative element protein			protein-coding			WP_233168492.1	integrating conjugative element protein	199	JHD63_RS20415
NZ_JAELTO010000141.1	7634	8161		minus	integrating conjugative element protein			protein-coding			WP_198972639.1	integrating conjugative element protein	175	JHD63_RS20420
NZ_JAELTO010000141.1	8164	9006		minus	hypothetical protein			protein-coding			WP_233168493.1	hypothetical protein	280	JHD63_RS24210
NZ_JAELTO010000142.1	1	181		plus	hypothetical protein			protein-coding			WP_198972644.1	hypothetical protein	59	JHD63_RS20430
NZ_JAELTO010000142.1	500	949		minus	transcriptional regulator NrdR	nrdR		protein-coding			WP_198972645.1	transcriptional regulator NrdR	149	JHD63_RS20435
NZ_JAELTO010000142.1	959	2203		minus	serine hydroxymethyltransferase	glyA		protein-coding			WP_198972646.1	serine hydroxymethyltransferase	414	JHD63_RS20440
NZ_JAELTO010000142.1	2418	3284		minus	lytic transglycosylase domain-containing protein			protein-coding			WP_198972647.1	lytic transglycosylase domain-containing protein	288	JHD63_RS20445
NZ_JAELTO010000142.1	3979	7755		plus	DUF748 domain-containing protein			protein-coding			WP_198972648.1	DUF748 domain-containing protein	1258	JHD63_RS20450
NZ_JAELTO010000142.1	7935	8957		plus	uncharacterized gene			pseudogene						JHD63_RS20455
NZ_JAELTO010000143.1	1	513		minus	BMP family ABC transporter substrate-binding protein			protein-coding			WP_198972649.1	BMP family ABC transporter substrate-binding protein	171	JHD63_RS20460
NZ_JAELTO010000143.1	563	1483		minus	ABC transporter permease			protein-coding			WP_198972650.1	ABC transporter permease	306	JHD63_RS20465
NZ_JAELTO010000143.1	1483	2565		minus	ABC transporter permease			protein-coding			WP_198972651.1	ABC transporter permease	360	JHD63_RS20470
NZ_JAELTO010000143.1	2558	4105		minus	ABC transporter ATP-binding protein			protein-coding			WP_198972652.1	ABC transporter ATP-binding protein	515	JHD63_RS20475
NZ_JAELTO010000143.1	4197	5129		minus	LysR family transcriptional regulator			protein-coding			WP_198972653.1	LysR family transcriptional regulator	310	JHD63_RS20480
NZ_JAELTO010000143.1	5313	6869		minus	hypothetical protein			protein-coding			WP_198972654.1	hypothetical protein	518	JHD63_RS20485
NZ_JAELTO010000143.1	7268	8701		plus	xanthine dehydrogenase small subunit	xdhA		protein-coding			WP_198972655.1	xanthine dehydrogenase small subunit	478	JHD63_RS20490
NZ_JAELTO010000144.1	226	2364		minus	primosomal protein N'	priA		protein-coding			WP_233168494.1	primosomal protein N'	712	JHD63_RS20495
NZ_JAELTO010000144.1	3344	4450		minus	uroporphyrinogen decarboxylase	hemE		protein-coding			WP_198972656.1	uroporphyrinogen decarboxylase	368	JHD63_RS20500
NZ_JAELTO010000144.1	4580	5038		minus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_198972657.1	Lrp/AsnC family transcriptional regulator	152	JHD63_RS20505
NZ_JAELTO010000144.1	5149	6417		plus	cystathionine beta-lyase	metC		protein-coding			WP_233168495.1	cystathionine beta-lyase	422	JHD63_RS20510
NZ_JAELTO010000144.1	6393	7370		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198972658.1	tripartite tricarboxylate transporter substrate binding protein	325	JHD63_RS20515
NZ_JAELTO010000144.1	7397	8344		plus	uroporphyrinogen decarboxylase family protein			protein-coding			WP_198972659.1	uroporphyrinogen decarboxylase family protein	315	JHD63_RS20520
NZ_JAELTO010000145.1	381	1199		plus	GntR family transcriptional regulator			protein-coding			WP_255519311.1	GntR family transcriptional regulator	272	JHD63_RS20525
NZ_JAELTO010000145.1	1318	2364		plus	ABC transporter substrate-binding protein			protein-coding			WP_198972663.1	ABC transporter substrate-binding protein	348	JHD63_RS20530
NZ_JAELTO010000145.1	2369	3184		plus	ABC transporter ATP-binding protein			protein-coding			WP_198972664.1	ABC transporter ATP-binding protein	271	JHD63_RS20535
NZ_JAELTO010000145.1	3181	3993		plus	ABC transporter permease subunit			protein-coding			WP_198972665.1	ABC transporter permease subunit	270	JHD63_RS20540
NZ_JAELTO010000145.1	4002	5243		plus	aminotransferase class V-fold PLP-dependent enzyme			protein-coding			WP_198972666.1	aminotransferase class V-fold PLP-dependent enzyme	413	JHD63_RS20545
NZ_JAELTO010000145.1	5490	6844		minus	uncharacterized gene	mnmE		pseudogene						JHD63_RS20550
NZ_JAELTO010000145.1	6915	8426		minus	uncharacterized gene	yidC		pseudogene						JHD63_RS20555
NZ_JAELTO010000145.1	8335	8632		plus	hypothetical protein			protein-coding			WP_233168497.1	hypothetical protein	99	JHD63_RS24215
NZ_JAELTO010000146.1	201	1187		plus	DNA polymerase Y family protein			protein-coding			WP_233168498.1	DNA polymerase Y family protein	328	JHD63_RS20565
NZ_JAELTO010000146.1	1180	4428		plus	error-prone DNA polymerase			protein-coding			WP_198972669.1	error-prone DNA polymerase	1082	JHD63_RS20570
NZ_JAELTO010000146.1	4489	5370		plus	DMT family transporter			protein-coding			WP_198972670.1	DMT family transporter	293	JHD63_RS20575
NZ_JAELTO010000146.1	5431	5985		plus	GNAT family N-acetyltransferase			protein-coding			WP_198972671.1	GNAT family N-acetyltransferase	184	JHD63_RS20580
NZ_JAELTO010000146.1	6163	7269		minus	SLC13 family permease			protein-coding			WP_198972672.1	SLC13 family permease	368	JHD63_RS20585
NZ_JAELTO010000146.1	7350	8294		plus	pseudouridine synthase			protein-coding			WP_233168499.1	pseudouridine synthase	314	JHD63_RS20590
NZ_JAELTO010000147.1	1	384		minus	uncharacterized gene			pseudogene						JHD63_RS20600
NZ_JAELTO010000147.1	401	2110		minus	FMN-binding glutamate synthase family protein			protein-coding			WP_198972675.1	FMN-binding glutamate synthase family protein	569	JHD63_RS20605
NZ_JAELTO010000147.1	2271	3092		plus	YecA family protein			protein-coding			WP_198972676.1	YecA family protein	273	JHD63_RS20610
NZ_JAELTO010000147.1	3309	3914		plus	uncharacterized gene			pseudogene						JHD63_RS20615
NZ_JAELTO010000147.1	4007	4516		minus	CinA family protein			protein-coding			WP_198972678.1	CinA family protein	169	JHD63_RS20620
NZ_JAELTO010000147.1	4513	5073		minus	phosphatidylglycerophosphatase A			protein-coding			WP_198972679.1	phosphatidylglycerophosphatase A	186	JHD63_RS20625
NZ_JAELTO010000147.1	5158	5499		minus	carboxymuconolactone decarboxylase family protein			protein-coding			WP_198972680.1	carboxymuconolactone decarboxylase family protein	113	JHD63_RS20630
NZ_JAELTO010000147.1	5496	6029		minus	RNA polymerase sigma factor			protein-coding			WP_198972684.1	RNA polymerase sigma factor	177	JHD63_RS20635
NZ_JAELTO010000147.1	6274	6924		plus	FMN-binding negative transcriptional regulator			protein-coding			WP_198972681.1	FMN-binding negative transcriptional regulator	216	JHD63_RS20640
NZ_JAELTO010000147.1	6908	7543		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_198972682.1	helix-turn-helix transcriptional regulator	211	JHD63_RS20645
NZ_JAELTO010000147.1	7620	8453		plus	MFS transporter			protein-coding			WP_198972683.1	MFS transporter	278	JHD63_RS20650
NZ_JAELTO010000148.1	1	291		minus	solute carrier family 23 protein			protein-coding			WP_304952649.1	solute carrier family 23 protein	97	JHD63_RS20655
NZ_JAELTO010000148.1	353	1630		plus	AsmA-like C-terminal region-containing protein			protein-coding			WP_198972685.1	AsmA-like C-terminal region-containing protein	425	JHD63_RS20660
NZ_JAELTO010000148.1	1847	3208		minus	aspartate aminotransferase family protein			protein-coding			WP_198972686.1	aspartate aminotransferase family protein	453	JHD63_RS20665
NZ_JAELTO010000148.1	3311	4291		plus	LysR family transcriptional regulator			protein-coding			WP_198972687.1	LysR family transcriptional regulator	326	JHD63_RS20670
NZ_JAELTO010000148.1	4316	4774		minus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_198972688.1	Lrp/AsnC family transcriptional regulator	152	JHD63_RS20675
NZ_JAELTO010000148.1	4792	6297		minus	aldehyde dehydrogenase family protein			protein-coding			WP_198972689.1	aldehyde dehydrogenase family protein	501	JHD63_RS20680
NZ_JAELTO010000148.1	6272	7441		minus	saccharopine dehydrogenase NADP-binding domain-containing protein			protein-coding			WP_198972690.1	saccharopine dehydrogenase NADP-binding domain-containing protein	389	JHD63_RS20685
NZ_JAELTO010000148.1	7580	7948		minus	hypothetical protein			protein-coding			WP_198972691.1	hypothetical protein	122	JHD63_RS20690
NZ_JAELTO010000148.1	8095	8301		plus	DUF6139 family protein			protein-coding			WP_198972692.1	DUF6139 family protein	69	JHD63_RS20695
NZ_JAELTO010000149.1	1	994		plus	spore maturation protein			protein-coding			WP_198972693.1	spore maturation protein	330	JHD63_RS20700
NZ_JAELTO010000149.1	1174	1779		minus	3'-5' exonuclease			protein-coding			WP_198972694.1	3'-5' exonuclease	201	JHD63_RS20705
NZ_JAELTO010000149.1	1916	3133		minus	acyl-CoA dehydrogenase family protein			protein-coding			WP_198972695.1	acyl-CoA dehydrogenase family protein	405	JHD63_RS20710
NZ_JAELTO010000149.1	3263	3748		minus	glutathione peroxidase			protein-coding			WP_198972696.1	glutathione peroxidase	161	JHD63_RS20715
NZ_JAELTO010000149.1	3832	4734		minus	DMT family transporter			protein-coding			WP_198972697.1	DMT family transporter	300	JHD63_RS20720
NZ_JAELTO010000149.1	4812	6116		minus	lysophospholipid transporter LplT	lplT		protein-coding			WP_198972698.1	lysophospholipid transporter LplT	434	JHD63_RS20725
NZ_JAELTO010000149.1	6303	7397		plus	alanine racemase	alr		protein-coding			WP_198972699.1	alanine racemase	364	JHD63_RS20730
NZ_JAELTO010000149.1	7601	7939		minus	NAD-binding protein			protein-coding			WP_198972700.1	NAD-binding protein	112	JHD63_RS20735
NZ_JAELTO010000150.1	1	963		plus	four-carbon acid sugar kinase family protein			protein-coding			WP_198972701.1	four-carbon acid sugar kinase family protein	320	JHD63_RS20740
NZ_JAELTO010000150.1	960	1622		plus	aldolase			protein-coding			WP_198972702.1	aldolase	220	JHD63_RS20745
NZ_JAELTO010000150.1	1640	2485		plus	hydroxypyruvate isomerase family protein			protein-coding			WP_198972703.1	hydroxypyruvate isomerase family protein	281	JHD63_RS20750
NZ_JAELTO010000150.1	2578	4098		plus	methyl-accepting chemotaxis protein			protein-coding			WP_198972704.1	methyl-accepting chemotaxis protein	506	JHD63_RS20755
NZ_JAELTO010000150.1	4173	4325		plus	hypothetical protein			protein-coding			WP_198972709.1	hypothetical protein	50	JHD63_RS20760
NZ_JAELTO010000150.1	4331	4879		plus	crossover junction endodeoxyribonuclease RuvC	ruvC		protein-coding			WP_198972705.1	crossover junction endodeoxyribonuclease RuvC	182	JHD63_RS20765
NZ_JAELTO010000150.1	5198	6277		plus	porin			protein-coding			WP_233168500.1	porin	359	JHD63_RS20770
NZ_JAELTO010000150.1	6344	6520		minus	hypothetical protein			protein-coding			WP_198972707.1	hypothetical protein	58	JHD63_RS20775
NZ_JAELTO010000150.1	6546	7469		minus	UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		protein-coding			WP_198972708.1	UDP-3-O-acyl-N-acetylglucosamine deacetylase	307	JHD63_RS20780
NZ_JAELTO010000150.1	7787	7903		minus	uncharacterized gene			pseudogene						JHD63_RS20785
NZ_JAELTO010000151.1	358	996		minus	CoA transferase subunit B			protein-coding			WP_198972710.1	CoA transferase subunit B	212	JHD63_RS20790
NZ_JAELTO010000151.1	998	1801		minus	CoA transferase subunit A			protein-coding			WP_233168501.1	CoA transferase subunit A	267	JHD63_RS20795
NZ_JAELTO010000151.1	1941	2501		plus	PAS and helix-turn-helix domain-containing protein			protein-coding			WP_198972712.1	PAS and helix-turn-helix domain-containing protein	186	JHD63_RS20800
NZ_JAELTO010000151.1	3237	4757		plus	aldehyde dehydrogenase family protein			protein-coding			WP_198972713.1	aldehyde dehydrogenase family protein	506	JHD63_RS20805
NZ_JAELTO010000151.1	4776	5162		plus	DUF779 domain-containing protein			protein-coding			WP_198972714.1	DUF779 domain-containing protein	128	JHD63_RS20810
NZ_JAELTO010000151.1	5179	7059		minus	sigma-54-dependent Fis family transcriptional regulator			protein-coding			WP_198972715.1	sigma-54-dependent Fis family transcriptional regulator	626	JHD63_RS20815
NZ_JAELTO010000151.1	7080	7757		minus	uncharacterized gene			pseudogene						JHD63_RS20820
NZ_JAELTO010000152.1	123	1013		minus	methylglyoxal synthase			protein-coding			WP_198972717.1	methylglyoxal synthase	296	JHD63_RS20825
NZ_JAELTO010000152.1	1113	1997		plus	CoA transferase			protein-coding			WP_198972718.1	CoA transferase	294	JHD63_RS20830
NZ_JAELTO010000152.1	2055	2954		minus	DMT family transporter			protein-coding			WP_198972719.1	DMT family transporter	299	JHD63_RS20835
NZ_JAELTO010000152.1	3160	5511		minus	YgiQ family radical SAM protein			protein-coding			WP_198972720.1	YgiQ family radical SAM protein	783	JHD63_RS20840
NZ_JAELTO010000152.1	5737	6696		plus	aldo/keto reductase			protein-coding			WP_198972721.1	aldo/keto reductase	319	JHD63_RS20845
NZ_JAELTO010000152.1	6750	7493		minus	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		protein-coding			WP_198972722.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	247	JHD63_RS20850
NZ_JAELTO010000153.1	267	935		minus	hypothetical protein			protein-coding			WP_198972723.1	hypothetical protein	222	JHD63_RS20855
NZ_JAELTO010000153.1	935	2359		minus	alkaline phosphatase			protein-coding			WP_198972724.1	alkaline phosphatase	474	JHD63_RS20860
NZ_JAELTO010000153.1	2395	3807		minus	alkaline phosphatase			protein-coding			WP_198972725.1	alkaline phosphatase	470	JHD63_RS20865
NZ_JAELTO010000153.1	3993	5636		minus	MFS transporter			protein-coding			WP_198972726.1	MFS transporter	547	JHD63_RS20870
NZ_JAELTO010000153.1	5658	6149		minus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_198972727.1	Lrp/AsnC family transcriptional regulator	163	JHD63_RS20875
NZ_JAELTO010000153.1	6280	7689		plus	uncharacterized gene			pseudogene						JHD63_RS20880
NZ_JAELTO010000154.1	450	1547		minus	asparaginase			protein-coding			WP_198972728.1	asparaginase	365	JHD63_RS20890
NZ_JAELTO010000154.1	1664	2950		minus	Glu/Leu/Phe/Val dehydrogenase			protein-coding			WP_198972729.1	Glu/Leu/Phe/Val dehydrogenase	428	JHD63_RS20895
NZ_JAELTO010000154.1	3172	4713		minus	apolipoprotein N-acyltransferase	lnt		protein-coding			WP_198972730.1	apolipoprotein N-acyltransferase	513	JHD63_RS20900
NZ_JAELTO010000154.1	4713	5597		minus	transporter associated domain-containing protein			protein-coding			WP_233168504.1	transporter associated domain-containing protein	294	JHD63_RS20905
NZ_JAELTO010000154.1	5652	6323		minus	GNAT family N-acetyltransferase			protein-coding			WP_233168505.1	GNAT family N-acetyltransferase	223	JHD63_RS20910
NZ_JAELTO010000154.1	6437	6910		minus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_198972733.1	Lrp/AsnC family transcriptional regulator	157	JHD63_RS20915
NZ_JAELTO010000154.1	7078	7437		minus	hypothetical protein			protein-coding			WP_233168503.1	hypothetical protein	119	JHD63_RS20920
NZ_JAELTO010000155.1	103	594		minus	Na+/H+ antiporter subunit E			protein-coding			WP_233168506.1	Na+/H+ antiporter subunit E	163	JHD63_RS20930
NZ_JAELTO010000155.1	591	2303		minus	monovalent cation/H+ antiporter subunit D			protein-coding			WP_233168507.1	monovalent cation/H+ antiporter subunit D	570	JHD63_RS20935
NZ_JAELTO010000155.1	2300	2683		minus	Na+/H+ antiporter subunit C			protein-coding			WP_198972735.1	Na+/H+ antiporter subunit C	127	JHD63_RS20940
NZ_JAELTO010000155.1	2683	5634		minus	monovalent cation/H+ antiporter subunit A			protein-coding			WP_198972736.1	monovalent cation/H+ antiporter subunit A	983	JHD63_RS20945
NZ_JAELTO010000155.1	5732	6031		minus	helix-hairpin-helix domain-containing protein			protein-coding			WP_198972737.1	helix-hairpin-helix domain-containing protein	99	JHD63_RS20950
NZ_JAELTO010000155.1	6051	7208		minus	lipopolysaccharide assembly protein LapB	lapB		protein-coding			WP_198972738.1	lipopolysaccharide assembly protein LapB	385	JHD63_RS20955
NZ_JAELTO010000155.1	7198	7506		minus	LapA family protein			protein-coding			WP_198972739.1	LapA family protein	102	JHD63_RS20960
NZ_JAELTO010000156.1	1	278		plus	hypothetical protein			protein-coding			WP_198972742.1	hypothetical protein	91	JHD63_RS20965
NZ_JAELTO010000156.1	521	1000		minus	peroxiredoxin			protein-coding			WP_198972743.1	peroxiredoxin	159	JHD63_RS20970
NZ_JAELTO010000156.1	1156	1539		minus	Mth938-like domain-containing protein			protein-coding			WP_198972744.1	Mth938-like domain-containing protein	127	JHD63_RS20975
NZ_JAELTO010000156.1	1633	2856		plus	pyridoxal phosphate-dependent aminotransferase			protein-coding			WP_198972745.1	pyridoxal phosphate-dependent aminotransferase	407	JHD63_RS20980
NZ_JAELTO010000156.1	2904	4226		plus	homoserine dehydrogenase			protein-coding			WP_198972746.1	homoserine dehydrogenase	440	JHD63_RS20985
NZ_JAELTO010000156.1	4278	4535		plus	AbrB/MazE/SpoVT family DNA-binding domain-containing protein			protein-coding			WP_198972747.1	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	85	JHD63_RS20990
NZ_JAELTO010000156.1	4532	4936		plus	PIN domain-containing protein			protein-coding			WP_198972748.1	PIN domain-containing protein	134	JHD63_RS20995
NZ_JAELTO010000156.1	4933	6360		plus	threonine synthase	thrC		protein-coding			WP_198972749.1	threonine synthase	475	JHD63_RS21000
NZ_JAELTO010000156.1	6426	6989		plus	molybdopterin-guanine dinucleotide biosynthesis protein B	mobB		protein-coding			WP_255519313.1	molybdopterin-guanine dinucleotide biosynthesis protein B	187	JHD63_RS21005
NZ_JAELTO010000156.1	7029	7538		plus	uncharacterized gene			pseudogene						JHD63_RS21010
NZ_JAELTO010000157.1	1	261		plus	hypothetical protein			protein-coding			WP_198972751.1	hypothetical protein	86	JHD63_RS21015
NZ_JAELTO010000157.1	343	1245		minus	NAD(P)-dependent oxidoreductase			protein-coding			WP_198972752.1	NAD(P)-dependent oxidoreductase	300	JHD63_RS21020
NZ_JAELTO010000157.1	1568	2704		minus	PilT/PilU family type 4a pilus ATPase			protein-coding			WP_198972753.1	PilT/PilU family type 4a pilus ATPase	378	JHD63_RS21025
NZ_JAELTO010000157.1	2719	3348		minus	cyclic nucleotide-binding domain-containing protein			protein-coding			WP_198972754.1	cyclic nucleotide-binding domain-containing protein	209	JHD63_RS21030
NZ_JAELTO010000157.1	3391	4416		minus	type IV pilus twitching motility protein PilT			protein-coding			WP_304952650.1	type IV pilus twitching motility protein PilT	341	JHD63_RS21035
NZ_JAELTO010000157.1	4476	5171		plus	YggS family pyridoxal phosphate-dependent enzyme			protein-coding			WP_198972756.1	YggS family pyridoxal phosphate-dependent enzyme	231	JHD63_RS21040
NZ_JAELTO010000157.1	5182	6426		minus	MFS transporter			protein-coding			WP_198972757.1	MFS transporter	414	JHD63_RS21045
NZ_JAELTO010000157.1	6541	7323		minus	uncharacterized gene	rocF		pseudogene						JHD63_RS21050
NZ_JAELTO010000158.1	124	519		minus	uncharacterized gene			pseudogene						JHD63_RS21055
NZ_JAELTO010000158.1	546	1460		minus	dihydrodipicolinate synthase family protein			protein-coding			WP_198972760.1	dihydrodipicolinate synthase family protein	304	JHD63_RS21060
NZ_JAELTO010000158.1	1477	2388		minus	alpha/beta hydrolase			protein-coding			WP_233168510.1	alpha/beta hydrolase	303	JHD63_RS21065
NZ_JAELTO010000158.1	2532	2951		plus	VOC family protein			protein-coding			WP_198972762.1	VOC family protein	139	JHD63_RS21070
NZ_JAELTO010000158.1	2985	3902		plus	2-hydroxyacid dehydrogenase			protein-coding			WP_233168511.1	2-hydroxyacid dehydrogenase	305	JHD63_RS21075
NZ_JAELTO010000158.1	4056	4607		minus	VOC family protein			protein-coding			WP_198972764.1	VOC family protein	183	JHD63_RS21080
NZ_JAELTO010000158.1	4635	5576		minus	fumarylacetoacetate hydrolase family protein			protein-coding			WP_198972765.1	fumarylacetoacetate hydrolase family protein	313	JHD63_RS21085
NZ_JAELTO010000158.1	5632	6588		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198972766.1	tripartite tricarboxylate transporter substrate binding protein	318	JHD63_RS21090
NZ_JAELTO010000158.1	7292	7408		minus	uncharacterized gene			pseudogene						JHD63_RS21095
NZ_JAELTO010000159.1	96	662		minus	DUF2239 family protein			protein-coding			WP_198972767.1	DUF2239 family protein	188	JHD63_RS21100
NZ_JAELTO010000159.1	720	2096		minus	MATE family efflux transporter			protein-coding			WP_198972768.1	MATE family efflux transporter	458	JHD63_RS21105
NZ_JAELTO010000159.1	2117	2674		minus	ATP-binding protein			protein-coding			WP_233168512.1	ATP-binding protein	185	JHD63_RS21110
NZ_JAELTO010000159.1	2866	3405		minus	hypothetical protein			protein-coding			WP_198972770.1	hypothetical protein	179	JHD63_RS21115
NZ_JAELTO010000159.1	3402	4094		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_198972771.1	helix-turn-helix transcriptional regulator	230	JHD63_RS21120
NZ_JAELTO010000159.1	4153	4419		plus	helix-turn-helix domain-containing protein			protein-coding			WP_198972772.1	helix-turn-helix domain-containing protein	88	JHD63_RS21125
NZ_JAELTO010000159.1	4604	6109		plus	IS21 family transposase	istA		protein-coding			WP_198972773.1	IS21 family transposase	501	JHD63_RS21130
NZ_JAELTO010000159.1	6129	6878		plus	IS21-like element helper ATPase IstB	istB		protein-coding			WP_198972774.1	IS21-like element helper ATPase IstB	249	JHD63_RS21135
NZ_JAELTO010000159.1	7143	7282		minus	uncharacterized gene			pseudogene						JHD63_RS21140
NZ_JAELTO010000160.1	1	445		plus	AsmA-like C-terminal region-containing protein			protein-coding			WP_304952651.1	AsmA-like C-terminal region-containing protein	147	JHD63_RS21145
NZ_JAELTO010000160.1	528	1358		plus	carbon-nitrogen hydrolase family protein			protein-coding			WP_198972775.1	carbon-nitrogen hydrolase family protein	276	JHD63_RS21150
NZ_JAELTO010000160.1	1355	3475		plus	PAS domain S-box protein			protein-coding			WP_198972776.1	PAS domain S-box protein	706	JHD63_RS21155
NZ_JAELTO010000160.1	3489	4127		plus	response regulator			protein-coding			WP_198972777.1	response regulator	212	JHD63_RS21160
NZ_JAELTO010000160.1	4147	4800		minus	OmpA family protein			protein-coding			WP_198972778.1	OmpA family protein	217	JHD63_RS21165
NZ_JAELTO010000160.1	5042	6199		plus	MltA domain-containing protein			protein-coding			WP_233168513.1	MltA domain-containing protein	385	JHD63_RS21170
NZ_JAELTO010000160.1	6232	6558		plus	hypothetical protein			protein-coding			WP_198972780.1	hypothetical protein	108	JHD63_RS21175
NZ_JAELTO010000160.1	6543	7100		plus	cellulose biosynthesis protein BcsD	bcsD		protein-coding			WP_198972781.1	cellulose biosynthesis protein BcsD	185	JHD63_RS21180
NZ_JAELTO010000161.1	369	1358		minus	tripartite tricarboxylate transporter substrate-binding protein			protein-coding			WP_198972782.1	tripartite tricarboxylate transporter substrate-binding protein	329	JHD63_RS21185
NZ_JAELTO010000161.1	1355	2483		minus	uncharacterized gene			pseudogene						JHD63_RS21190
NZ_JAELTO010000161.1	2654	3269		minus	uncharacterized gene			pseudogene						JHD63_RS21195
NZ_JAELTO010000161.1	3180	3374		plus	hypothetical protein			protein-coding			WP_233168515.1	hypothetical protein	64	JHD63_RS24225
NZ_JAELTO010000161.1	3535	4449		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198972783.1	tripartite tricarboxylate transporter substrate binding protein	304	JHD63_RS21200
NZ_JAELTO010000161.1	4886	5704		plus	uncharacterized gene			pseudogene						JHD63_RS21210
NZ_JAELTO010000161.1	5804	6856		plus	porin			protein-coding			WP_198972786.1	porin	350	JHD63_RS21215
NZ_JAELTO010000162.1	2205	3944		minus	sulfatase-like hydrolase/transferase			protein-coding			WP_233168516.1	sulfatase-like hydrolase/transferase	579	JHD63_RS21220
NZ_JAELTO010000162.1	4079	4753		plus	response regulator transcription factor			protein-coding			WP_198972788.1	response regulator transcription factor	224	JHD63_RS21225
NZ_JAELTO010000162.1	4786	6174		plus	ATP-binding protein			protein-coding			WP_233168517.1	ATP-binding protein	462	JHD63_RS21230
NZ_JAELTO010000162.1	6171	6581		plus	diacylglycerol kinase			protein-coding			WP_198972789.1	diacylglycerol kinase	136	JHD63_RS21235
NZ_JAELTO010000163.1	1	2434		minus	type II secretion system secretin GspD	gspD		protein-coding			WP_198972791.1	type II secretion system secretin GspD	811	JHD63_RS21240
NZ_JAELTO010000163.1	2438	3232		minus	type II secretion system protein N	gspN		protein-coding			WP_233168518.1	type II secretion system protein N	264	JHD63_RS21245
NZ_JAELTO010000163.1	3267	3848		minus	type II secretion system protein GspM	gspM		protein-coding			WP_198972793.1	type II secretion system protein GspM	193	JHD63_RS21250
NZ_JAELTO010000163.1	3845	5071		minus	type II secretion system protein GspL	gspL		protein-coding			WP_198972794.1	type II secretion system protein GspL	408	JHD63_RS21255
NZ_JAELTO010000163.1	5111	6055		minus	uncharacterized gene	gspK		pseudogene						JHD63_RS21260
NZ_JAELTO010000163.1	6064	6453		minus	hypothetical protein			protein-coding			WP_198972795.1	hypothetical protein	129	JHD63_RS21265
NZ_JAELTO010000163.1	6428	6635		plus	uncharacterized gene			pseudogene						JHD63_RS21270
NZ_JAELTO010000164.1	1	1118		minus	sigma-54-dependent Fis family transcriptional regulator			protein-coding			WP_198972797.1	sigma-54-dependent Fis family transcriptional regulator	373	JHD63_RS21275
NZ_JAELTO010000164.1	1347	2315		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198972798.1	tripartite tricarboxylate transporter substrate binding protein	322	JHD63_RS21280
NZ_JAELTO010000164.1	2466	2666		plus	tripartite tricarboxylate transporter substrate-binding protein			protein-coding			WP_198972803.1	tripartite tricarboxylate transporter substrate-binding protein	66	JHD63_RS21285
NZ_JAELTO010000164.1	2728	3588		plus	isocitrate lyase/PEP mutase family protein			protein-coding			WP_198972799.1	isocitrate lyase/PEP mutase family protein	286	JHD63_RS21290
NZ_JAELTO010000164.1	3671	5071		minus	type II toxin-antitoxin system HipA family toxin			protein-coding			WP_198972800.1	type II toxin-antitoxin system HipA family toxin	466	JHD63_RS21295
NZ_JAELTO010000164.1	5068	5361		minus	hypothetical protein			protein-coding			WP_233168520.1	hypothetical protein	97	JHD63_RS21300
NZ_JAELTO010000164.1	6115	6583		plus	AAA family ATPase			protein-coding			WP_233168521.1	AAA family ATPase	156	JHD63_RS21305
